26,90
27,89
28,88
29,87
30,86
31,85
32,84
33,65
33,66
33,67
33,68
33,83
34,64
34,69
34,70
34,82
35,63
35,71
35,72
35,73
35,81
36,59
36,60
36,61
36,62
36,74
36,75
36,80
37,59
37,76
37,77
37,80
38,59
38,78
38,79
38,80
39,58
39,80
40,57
40,80
41,56
41,81
42,55
42,82
43,54
43,83
44,53
44,84
45,52
45,85
46,51
46,86
47,50
47,87
48,49
48,88
49,48
49,89
50,47
50,90
51,45
51,46
51,91
52,44
52,92
53,43
53,93
54,42
54,94
55,41
55,94
55,95
55,96
55,97
55,98
55,99
55,100
55,101
55,102
55,103
55,104
55,105
55,106
55,107
55,108
55,109
55,110
55,111
55,112
55,113
55,114
55,115
55,116
55,117
55,118
55,119
55,120
55,121
55,122
55,123
55,124
55,125
55,126
55,127
56,40
56,94
56,128
56,129
56,130
56,131
56,132
57,38
57,39
57,94
57,133
57,134
58,37
58,94
58,135
58,136
59,37
59,94
59,137
60,36
60,94
60,138
60,139
61,35
61,94
61,140
62,34
62,94
62,141
62,142
63,33
63,94
63,143
64,32
64,94
64,144
64,145
65,31
65,94
65,146
66,30
66,93
66,147
67,29
67,93
67,148
67,149
68,28
68,92
68,150
69,27
69,92
69,151
69,152
70,26
70,91
70,153
71,25
71,91
71,154
72,25
72,90
72,155
73,24
73,90
73,156
74,23
74,89
74,157
74,158
74,159
75,23
75,89
75,159
76,22
76,88
76,159
77,22
77,88
77,160
78,21
78,87
78,160
79,20
79,87
79,161
80,20
80,87
80,161
81,20
81,87
81,162
82,19
82,87
82,163
83,19
83,87
83,163
84,19
84,88
84,163
85,19
85,88
85,164
86,19
86,88
86,164
87,19
87,88
87,164
88,19
88,89
88,165
89,19
89,90
89,165
90,18
90,90
90,165
91,18
91,91
91,166
92,18
92,91
92,166
93,18
93,92
93,166
94,18
94,93
94,166
95,18
95,93
95,166
96,94
96,166
97,94
97,166
98,95
98,165
99,96
99,165
100,96
100,164
101,97
101,164
102,98
102,163
103,98
103,163
104,99
104,162
105,100
105,162
106,101
106,161
107,101
107,160
108,102
108,160
109,103
109,159
110,104
110,158
111,104
111,158
112,104
112,105
112,106
112,158
113,107
113,108
113,155
113,156
113,157
113,158
114,109
114,154
115,110
115,111
115,152
115,153
116,112
116,151
117,113
117,114
117,149
117,150
118,115
118,147
118,148
119,116
119,117
119,146
120,118
120,119
120,144
120,145
121,120
121,121
121,122
121,142
121,143
122,123
122,124
122,140
122,141
123,125
123,126
123,127
123,128
123,129
123,130
123,131
123,132
123,133
123,134
123,135
123,136
123,137
123,138
123,139
